CP,Municipio
38389,SOL, EL
38389,VENTURA PERERA
38389,VIEJA, CARRETERA
38390,CAMINO CALA
38390,CAMINO TIJARAFE
38390,QUINTA
38390,SANTA URSULA
38390,TOSCA DE LA IGLESIA
38390,VERA, LA (SANTA URSULA)
38398,CUESTA DE LA VILLA
38398,FARROBILLO
38398,LOMO ROMAN
38398,MALPAIS (SANTA URSULA)
38398,PANORAMICA
38398,PASTORA, URBANIZACION
38398,TOSCA DE ANAMARIA
38398,TOSCA DE BARRIO
38398,VISTA PARAISO
38399,ACEQUIA
38399,BARRIO TAMAIDE
38399,BASTONA, LA
38399,CALZADA
38399,CAMINO DE LA CORUJERA
38399,CAMINO DE LOS GUANCHES (SANTA URSULA)
38399,CAMINO DE ZARZALES
38399,CAMINO ZUMACAL
38399,CANTILLO
38399,FUENTES RAVELO
38399,LOMO DEL HILO
38399,TAMAIDE (LA OROTAVA)
38399,ZACATIN
38400,PUERTO DE LA CRUZ
38410,REALEJO ALTO
38410,REALEJOS, LOS
38411,ALBORNOZ
38411,GAÑANIAS (LOS REALEJOS)
38411,HORNO, EL (LOS REALEJOS)
38411,LAGAR, EL
38411,MENCEY AÑATERNE
38411,MOCAN, EL (LOS REALEJOS)
38411,PIÑERA, LA
38411,SECADERO
38411,TRINIDAD
38412,REALEJO BAJO
38413,CARTAYA, LA
38413,CRUZ SANTA
38413,FERRUJA, LA (REALEJOS, LOS)
38414,ANDEN, EL
38414,CHABOCOS, LOS
38414,CORONA, LA
38414,ICOD EL ALTO
38414,LOMO MARQUEZ
38415,LLANADAS
38415,LOMO INCIENSO (REALEJOS)
38415,PALO BLANCO
38415,VIÑATICO, EL
38416,BARRANCO GODINEZ
38416,BARRANCO RUIZ
38416,PRINCIPES, LOS
38416,SAN PEDRO (LOS REALEJOS)
38416,SAN VICENTE
38416,TIGAIGA
38417,BURGADO, EL
38417,TOSCAL, EL
38418,LONGUERA
38418,ROMANTICA I
38419,CARRERA, LA
38419,GAÑANIAS, LAS
38419,GRIMONA, LA, URBANIZACION
38419,JARDIN, EL (LOS REALEJOS)
38419,MONTAÑETA, LA
38419,SAN BENITO (LOS REALEJOS)
38419,ZAMORA ALTA
38419,ZAMORA BAJA
38420,SAN JUAN DE LA RAMBLA
38428,QUEVEDOS, LOS
38428,ROSAS
38428,SAN JOSE
38429,AGUAS, LAS
38429,SANTA CATALINA (REALEJOS, LOS)
38430,ICOD
38430,SAN MARCOS, DE, PLAYA
38434,BELMONTE BAJO
38434,CAÑERITAS, LAS
38434,CASA BLANCA
38434,CUCARACHA, LA
38434,FLORIDA, LA (ICOD)
38434,LLANITO PERERA
38434,LOMO ERES
38434,PENICHE
38434,SANGUIÑAL
38434,SANTA BARBARA
38435,CASTRAS, LAS
38435,CORNISANO
38435,DONIZ, DE, CALLEJON
38435,ERJOS
38435,ROSA VIEJA
38435,RUIGOMEZ
38435,SAN JOSE DE LOS LLANOS
38435,TANQUE ABAJO
38435,TANQUE ARRIBA (ICOD)
38435,TANQUE, EL
38435,TIERRA DEL TRIGO, LA
38435,VILLANUEVA
38435,VOLCAN
38436,SANTIAGO DEL TEIDE
38437,BUEN PASO
38437,HOYA GARCES
38437,HOYA GRANDE DE ABAJO
38437,HOYA GRANDE DE ARRIBA
38437,LONGUERAS, LAS
38437,MANCHA, LA
38437,SANTO DOMINGO
38437,TAZANA
38437,TIERRA COSTA
38438,AMPARO, EL
38438,BOQUIN
38438,CUEVA DEL VIENTO
38438,LAJAS, LAS (ICOD V.)
38438,PATITA, LA
38438,PEDREGAL
38438,REVENTON (ICOD)
38438,SAN VALENTIN
38439,CAÑAS, LAS
38439,FUENTE LA VEGA
38439,MIRABAL
38439,PAJARES, LOS
38439,VEGA ALTA, LA
38439,VEGA, LA
38440,CRUZ DEL BREZO
38440,FARROBO, EL
38440,FUENTE, LA (GUANCHA, LA)
38440,GUANCHA, LA
38440,LOMO BLANCO (GUANCHA, LA)
38440,NATERO
38449,COMENITAS, LAS
38449,HOYA PABLOS
38449,LLANO MENDEZ
38449,LOMO CAMPANA
38449,PINALETE, EL
38449,SORRIBA, LA
38450,GARACHICO
38458,CORONELA, LA
38458,GUINCHO, EL (GARACHICO)
38459,GENOVES
38459,MONTAÑETA, LA (GARACHICO)
38459,SAN JUAN DEL REPARO
38460,CALETA DE INTERIAN, LA
38460,CALETA DE SILOS
38460,CASA AMARILLA
38460,CRUCES, LAS (GARACHICO)
38460,ESPINOSA (CALETA DE INTERIAN)
38460,SAN PEDRO DE DAUTE
38470,SILOS, LOS
38479,BARRIO DE SAN JOSE ALTO
38479,BARRIO DE SAN JOSE BAJO
38479,CANTERAS DE SILOS, LAS
38479,COSTA, LA (LOS SILOS)
38479,MANZANILLAS, LAS
38479,PARQUE SIBORA
38479,PUERTITO DE LOS SILOS
38480,BUENAVISTA DEL NORTE
38489,CARRIZALES, LOS
38489,LAGUNETAS (BUENAVISTA)
38489,MASCA
38489,PALMAR, EL
38489,PORTELAS, LAS
38489,TENO
38500,GUIMAR
38508,PUERTITO DE GUIMAR, EL
38509,AROBA
38509,BRILLASOL
38509,CARRETON, EL
38509,HIDALGA, LA
38509,LOMO DEL CABALLO
38509,LOMO JUAN DIAZ
38509,POLIGONO INDUSTRIAL VALLE DE GUIMAR
38509,PUNTA, LA (GUIMAR)
38509,SOCORRO, EL (GUIMAR)
38510,BARRANCO HONDO
38510,CAMINO PRINGADO
38520,CALETILLAS, LAS
38520,IGUESTE DE CANDELARIA
38530,CANDELARIA
38540,ARAYA
38540,CUEVECITAS, LAS
38540,MALPAIS (ARAYA)
38550,ARAFO
38560,MEDIDA, LA
38560,PAJARA
38570,ERAS, LAS (FASNIA)
38570,FASNIA
38579,SABINA ALTA
38579,SOMBRERA, LA (GUIMAR)
38579,ZARZA, LA
38580,ARICO, DE, VILLA
38580,VILLA DE ARICO
38588,CASABLANCA (PORIS)
38588,FARO DE ABONA
38588,JACA, LA
38588,PORIS DE ABONA
38588,PUNTA DE ABONA
38588,SAN JUAN (GRANADILLA)
38588,SAN MIGUEL DE TAJAO
38589,ARICO EL NUEVO
38589,ARICO EL VIEJO
38589,BUENO, EL
38589,CISNERA, LA
38589,DEGOLLADA, LA (ARICO)
38589,ERITAS
38589,GAVILANES, LOS
38589,LUIS DELGADO
38589,RODRIGO
38589,SABINITA, LA
38589,TAJOZ
38589,TEGUEDITE
38590,LOMO DE MENA
38591,ESCOBONAL, EL
38592,ERAS, LAS (ARICO)
38592,ICOR
38593,RIO DE ARICO, EL
38594,BARRIO LAS ARENAS (ARICO)
38594,CALETA, LA (GRANADILLA)
38594,CHIMICHE ALTO
38594,CHIMICHE
38594,ROSAS, LAS (GUIMAR)
38594,VEGAS, LAS (GRANADILLA)
38595,CHAFIRAS, LAS (ARICO)
38595,CHARCO DEL PINO
38595,CHIÑAMA
38595,DOLORES, LOS
38600,GRANADILLA
38610,AEROPUERTO REINA SOFIA (SANTA CRUZ DE TENERIFE)
38611,SAN ISIDRO DE ABONA
38612,MEDANO, EL
38613,VILAFLOR
38614,ESCALONA, LA
38615,IFONCHE
38615,TREVEJOS
38616,BARRANCOS, LOS
38616,BARRIADA NUEVA (GRANADILLA)
38616,BLANQUITOS, LOS
38616,CHAVEZ
38616,CRUZ DE LAS ANIMAS
38616,CRUZ DE SAN ANTONIO
38616,CRUZ DE TEA (GRANADILLA)
38616,CUEVA GACHA
38616,DESIERTO, EL
38616,HIGUERA, LA (GRANADILLA)
38616,QUEMADOS, LOS (GRANADILLA)
38616,VICACARO
38617,ATOGO
38617,CAPELLANIA, LA (GLLA.)
38617,CASABLANCA (GRANADILLA)
38617,CASTRO NUEVO
38617,CASTRO VIEJO
38617,CHUCHURUMBACHE
38617,CIGUAÑA
38617,DRAGUITO, EL
38617,LLANOS, LOS (GRANADILLA)
38617,MONTAÑITAS, LAS
38617,PALOMAS, LAS
38617,SALTO, EL
38617,VISTA GORDA
38617,YACO
38620,SAN MIGUEL DE ABONA
38626,BARRANCO OSCURO
38626,BUZANADA
38626,CABO BLANCO
38626,CASAS DE ABAJO
38626,GALGA, LA (SAN MIGUEL)
38626,LLANO MORA
38626,MACHIN
38626,QUEMADA
38626,RODRIGUEZ, LOS
38626,TOSCALES, LOS
38626,TRUJILLA, LA
38626,VALLE DE SAN LORENZO
38627,ALMACIGO
38627,BEBEDEROS, LOS
38627,BEÑA
38627,CAMELLA, LA
38627,CHAYOFA
38627,CHO
38627,CRUZ DE GUANCHE
38627,ESTRELLA, LA
38627,FLORIDA, LA, URBANIZACION
38627,GUAZA
38627,LLANO AZUL
38627,MORRO, EL (SAN MIGUEL-FARO DE RASCA)
38627,PALMAR, URBANIZACION
38627,SALONITO
38627,TOSCA, LA (SAN MIGUEL)
38628,ALDEA BLANCA
38628,ASOMADA BAJA
38628,CRUZ DE LA BALLENA
38628,GAMONALES, LOS
38628,GARAÑANA (RAJETA)
38628,MONTAÑITA, LA
38628,SAN ROMAN
38628,TAMAIDE (SAN MIGUEL)
38628,TOSCAS (SAN MIGUEL)
38628,ZOCAS, LAS
38629,ASOMADA ALTA
38629,FRONTON, EL
38629,JAMA
38629,MANTIBLE
38629,MORRO, EL (SAN MIGUEL-EL FRONTON)
38629,RINCON, EL (SAN MIGUEL)
38629,ROQUE, EL
38629,SABINA, LA (SAN MIGUEL)
38630,COSTA DEL SILENCIO
38631,GALLETAS, LAS
38631,TEN-BEL, URBANIZACION
38639,ABRIGOS, LOS
38639,CHAFIRAS, LAS (SAN MIGUEL)
38639,FRAILE NUEVO
38639,FRAILE VIEJO
38639,GUARGACHO
38639,GUINCHO, EL (SAN MIGUEL)
38639,MONTE, EL
38639,ROSAS, LAS (LAS GALLETAS)
38640,ARONA
38649,CASAS, LAS (SAN MIGUEL)
38649,MONTAÑA FRIA
38649,SABINITA ALTA
38649,SABINITA BAJA
38649,TUNEZ
38649,VENTO
38650,PLAYA DE LOS CRISTIANOS
38660,AMERICAS, DE LAS, PLAYA
38660,CLUB MIRAVERDE
38660,PLAYAS DE FAÑABE
38660,SAN EUGENIO
38670,ADEJE
38670,AMPLIACION LOS OLIVOS
38670,POSTURA, LA
38677,CONCEPCION, LA
38677,MENORES, LOS
38677,MORADITAS, LAS (ADEJE)
38677,QUINTA, LA (ADEJE)
38677,TAUCHO
38677,TIJOCO ALTO
38677,TIJOCO
38678,ARMEÑIME
38678,BARRIADA LOS HERNANDEZ
38678,BOCA CANGREJO (ADEJE), URBANIZACION
38678,CALLAO SALVAJE
38678,CANCELAS, LAS
38678,CLUB MARAZUL
38678,IBOIBO
38678,NOGUERAS
38678,PINQUE, EL
38678,PUERTITO DE ADEJE, EL
38678,RICASA
38679,BARRIADA DE FYFFES
38679,BARRIADA FAÑABE
38679,CALDERA, LA
38679,CALETA, LA (ADEJE)
38680,GUIA DE ISORA
38680,VERA DE ERQUES
38683,ACANTILADO DE LOS GIGANTES
38683,ARENA, DE LA, PLAYA
38683,PUERTO DE SANTIAGO
38683,PUERTO SANTIAGO-LOS GIGANTES
38684,TAMAIMO (GUIA DE ISORA)
38685,TEJINA DE ISORA
38686,ALCALA
38687,ABAMA
38687,AGUADULCE
38687,APONTE
38687,BARRIO DE FUENSALIDA
38687,CUEVA DEL POLVO
38687,CUMBRITA, LA
38687,PIEDRA HINCADA
38688,ACOJEJA
38688,ARITE
38688,CASCAREJOS, LOS
38688,CHIGUERGUE
38688,CHIRCHE
38688,CHIRITAL, EL
38688,COMPROMISO, EL
38688,GAMBUEZA, LA
38688,JARAL, EL
38688,LOMO ATREVESADO
38688,LOMO DEL BALO (GUIA I.)
38688,POZO, EL (GUIA DE ISORA)
38689,ARGUAYO
38689,CHIO
38689,MANCHAS, LAS (GUIA I.)
38689,MOLLEDO
38689,RETAMAR (GUIA DE ISORA)
38700,SANTA CRUZ DE LA PALMA
38710,BREÑA ALTA
38711,POLVACERA, LA
38711,SAN ANTONIO DE BREÑA
38712,CANCAJOS, LOS
38712,CANTILLO, EL (PARTE BAJA)
38712,CANTILLO, EL (SANTA CRUZ DE LA PALMA)
38712,FUERTE, EL
38712,LEDAS DE ABAJO
38712,LEDAS DE ARRIBA
38712,LEDAS, LAS
38712,MIRANDA DE SANTA CRUZ DE LA PALMA
38712,MONTAÑA LA BREÑA
38712,SAN ISIDRO (SANTA CRUZ DE LA PALMA)
38712,SAN JOSE DE BREÑA BAJA
38712,SOCORRO, EL
38712,SOMACAL, CARRETERA
38713,ALAMOS, LOS (SANTA CRUZ DE LA PALMA)
38713,BARRANCO DE SAN JUAN MAYOR
38713,BARRANCO DEL RIO
38713,BARRANCO ESPINO
38713,BARRANQUILLO DE SAN VICENTE
38713,BARRIADA DEL CEMENTERIO
38713,BELHOCO
38713,BOTAZO
38713,BUENAVISTA DE ABAJO
38713,BUENAVISTA DE ARRIBA
38713,CUESTA, LA (SANTA CRUZ DE LA PALMA)
38713,NIEVES, LAS (SANTA CRUZ DE LA PALMA)
38713,TIERRITAS, LAS
38714,BRASIL
38714,CERCADO, EL (SANTA CRUZ DE LA PALMA)
38714,CUESTA MEDINA
38714,GALGA, LA (SANTA CRUZ DE LA PALMA)
38714,GRANEL, EL
38714,LLANO DE JUAN CARRO
38714,LLANO MOLINO
38714,LOMO DE LA GALGA
38714,LOMO EL CORCHO
38714,LOMO ESTRECHO
38714,LOMO LLANO
38714,LOMO PIÑAGRANDE
38714,LOMO PIÑEDO
38714,POSITO, EL
38714,SAN BARTOLOME (SANTA CRUZ DE LA PALMA)
38715,BAJAMAR (BELHOCO)
38715,CANDELARIA (SANTA CRUZ DE LA PALMA)
38715,CANOCHA, LA
38715,CASA ALTA
38715,DORADOR, EL
38715,LOMADILLA
38715,LOMO DE LOS GOMEROS
38715,MORRO, EL (SANTA CRUZ DE LA PALMA)
38715,PUNTALLANA
38715,SANATORIO DE MIRCA
38715,SANTA LUCIA
38715,SERRERIA DE MIRCA
38715,TABOCO, EL
38715,TENEGUIA
38715,TOSCAS, LAS (SANTA CRUZ DE LA PALMA)
38720,SAN ANDRES Y SAUCES
38726,BARLOVENTO
38726,LOMO MACHIN ALTO
38726,LOMO MACHIN
38726,PAREDES, LAS
38727,CABEZADAS ALTAS
38727,CABEZADAS BAJAS
38727,CANCELA, LA
38727,CRUCITA, LA (SAN ANDRES Y SAUCES)
38727,CUESTA, LA (SAN ANDRES Y SAUCES)
38727,GALLEGOS
38727,LOMADITA, LA
38727,LOMO DE LOS CASTROS
38727,LOMO QUINTO
38727,LOMO ROMERO
38727,LOMO VIEJO DE LA FLORIDA
38727,MARANTES
38727,OROPESA
38727,PALMITA, LA (SAN ANDRES Y SAUCES)
38727,TOPACIEGAS
38727,TOSCA, LA (LOS SAUCES)
38728,FRANCESES, LOS
38728,ROQUE FARO
38728,TABLADO, EL
38729,BERMUDEZ
38729,CALDERETA
38729,CRUZ CHIQUITA, LA
38729,FUENTE NUEVA, LA
38729,GALGUITOS
38729,GARACHICO (SAN ANDRES Y SAUCES)
38729,LLANO DEL PINO
38729,MELONAR, EL
38729,OROTAVA (SAN ANDRES Y SAUCES)
38729,PLACETA, LA (SAN ANDRES Y SAUCES)
38729,QUINTA ZOCA
38729,RAMIREZ
38729,ROQUE, EL (SAN ANDRES Y SAUCES)
38729,SAN ANDRES DE LA PALMA
38729,SAN JUAN (SAN ANDRES Y SAUCES)
38729,TANQUE, EL (LOS SAUCES)
38729,VEREDA DE BAJAMAR
38729,VEREDA DE LOMADAS
38730,MAZO
38738,AEROPUERTO DE LA PALMA
38738,BELMACO
38738,CALLEJONES DE ABAJO
38738,CALVARIO, EL (MAZO)
38738,LOMO OSCURO DE ABAJO
38738,LOMO OSCURO DE ARRIBA
38738,MALPAISES
38738,MONTE DE LUNA
38738,SABINA, LA (SANTA CRUZ DE LA PALMA)
38738,SAN SIMON
38738,TIGALATE ABAJO
38738,TIGALATE ARRIBA
38738,TIGUERORTE
38739,LODERO
38739,MONTE BREÑAS
38739,MONTE DE ARRIBA
38739,MONTE PUEBLO
38739,POLEAL, EL
38739,POLVOROSA, LA
38739,ROSA, LA (SANTA CRUZ DE LA PALMA)
38740,FUENCALIENTE
38749,CALETAS, LAS (FUENCALITE)
38749,CHARCO, EL
38749,INDIAS, LAS
38749,QUEMADOS, LOS (SANTA CRUZ DE LA PALMA)
38750,PASO, EL
38758,BARRIAL DE ABAJO
38758,BARRIAL DE ARRIBA
38758,BARRIAL DE ENMEDIO
38758,CAMINO DE LA CUMBRECITA
38758,CAMINO DEL MEDIO (EL PASO)
38758,CAMINO VIEJO
38758,CHORRO DON DIEGO
38758,FATIMA (PARTE ALTA)
38758,MONTE LUJAN
38758,MORADITAS, LAS (EL PASO)
38758,ROSA, LA (EL PASO)
38758,TACANDE DE ARRIBA (EL PASO)
38759,BARROS
38759,CAJITA DEL AGUA
38759,CAMINO DOS PALMAS
38759,CAMINO SAN NICOLAS
38759,CAMINO SAN TELMO
38759,CAMPITOS, LOS (EL PASO)
38759,EMPALME TAJUYA
38759,HOYA, LA (EL PASO)
38759,JEDEY (EL PASO)
38759,MALPAIS (EL PASO)
38759,MANCHAS DE ABAJO
38759,MANCHAS, LAS (EL PASO)
38759,PARAISO, EL
38759,PASO DE ABAJO
38759,TACANDE ABAJO (EL PASO)
38759,VISTA VALLE (BUNGALOWS)
38760,LLANOS DE ARIDANE
38767,ARGUAL DE ABAJO
38767,CALERA, LA
38767,CUATRO CAMINOS (LLANOS)
38767,JEDEY (LOS LLANOS)
38767,PUNTA DE ARGUAL, LA
38767,ROSAS, LAS (LOS LLANOS)
38767,TRIANA
38767,VERA, LA (LOS LLANOS)
38768,BARROS (LOS LLANOS)
38768,BUNGALOWS CELTA
38768,DOS PINOS, LOS
38768,HERMOSILLA
38768,PEDREGALES, LOS
38768,RETAMAR (LOS LLANOS)
38769,CASA DE LA BOMBILLA
38769,CONDESA, LA
38769,PEDREGAL, EL
38769,PLAYA NUEVA
38769,POMPILLO
38769,PUERTO DE NAOS
38769,REMO, EL
38769,TAJUYA
38769,TODOQUE
38770,TAZACORTE
38779,ALGODONERO
38779,ANGUSTIAS, LAS (TAZACORTE)
38779,ARENERO
38779,BARRIADA DE SAN MIGUEL
38779,COSTA, LA (TAZACORTE)
38779,CRUZ, LA
38779,CUESTA ZAPATA
38779,MARINA
38779,PUENTE, EL (TAZACORTE)
38779,PUERTO DE TAZACORTE, EL
38779,SAN BORONDON
38779,TABURIENTE, URBANIZACION
38779,TARAJALES, LOS
38780,TIJARAFE
38787,GARAFIA
38788,CASTILLO, EL (TIJARAFE)
38788,CUEVA DEL AGUA
38788,HOYA GRANDE (TIJARAFE)
38788,LLANO NEGRO
38788,TRICIAS, LAS
38789,AGUATAVAR
38789,FAGUNDO
38789,JESUS, EL
38789,PINAR, EL
38789,PINTADO
38789,PUNTA, LA (TIJARAFE)
38789,PUNTAGORDA
38789,ROQUE, EL (LOS LLANOS)
38789,TINIZARA
38800,SAN SEBASTIAN GOMERA
38810,SANTIAGO, DE, PLAYA
38811,BARRANCO DE SANTIAGO
38811,BENCHIJIGUA
38811,LAGUNA DE SANTIAGO
38811,LOMO DEL GATO
38811,PASTRANA
38811,TAPAHUGA
38811,TECINA
38811,TEJIADEZ
38811,TOSCAS, LAS
38812,ALAJERO
38812,ALMACIGOS
38812,GUARINIAR
38812,MOLINOS MARIA JUANA, LOS
38813,ANTONCOJO
38813,AYAMOSNA
38813,JERDUÑE
38813,SANTA ANA
38813,SARDINA
38813,TARGA
38813,TOSCAS, LAS (GOMERA)
38813,VEGAIPALA
38820,HERMIGUA
38829,CABEZADAS DE ABAJO
38829,CABEZADAS DE ARRIBA
38829,CABO, EL (HERMIGUA)
38829,CASAS, LAS (HERMIGUA)
38829,CERCA, LA (HERMIGUA)
38829,CORRALETE
38829,ESTANQUILLO
38829,HOYETAS
38829,IBO ALFARO
38829,MONFORTE
38829,POYATAS, LAS
38829,SAN PEDRO (HERMIGUA)
38829,TABAIBAL, EL
38829,VALLE ALTO
38830,AGULO
38830,LEPE
38840,VALLEHERMOSO
38849,BANDA DE LAS ROSAS
38849,CHAPINES, LOS
38849,INGENIO
38849,LOROS, LOS
38849,MACAYO
38849,QUILLA, LA
38850,ARGUAMUL
38852,ALOJERA
38852,EPINA
38852,TAGULUCHE
38860,ARGUAYODA
38860,RAJITA, LA
38869,APARTADERO
38869,CERCADO, EL (SAN SEBASTIAN GOMERA)
38869,CHIPUDE (PLAYA RAJITA)
38869,DAMA, LA
38869,DEHESA, LA
38869,ERQUE
38869,ERQUITO
38869,HAYAS, LAS
38869,IGUALERO
38869,PAVON
38869,SANTA CATALINA (HERMIGUA)
38870,VALLE GRAN REY
38879,CASA DE LA SEDA
38879,CHELE
38879,DESCANSADEROS, LOS
38879,GRANADOS, LOS
38879,GURO, EL
38879,HORNILLO, EL (VALLE GRAN REY)
38879,LOMO DEL BALO (VALLE GRAN REY)
38879,LOMO MORAL
38879,RETAMAL
38879,VIZCAINA, LA (GOMERA)
38890,ACEVIÑOS, LOS
38890,CRUZ DEL TIERNO
38890,PAJAR DE BENTO
38890,PALMITA, LA (HERMIGUA)
38890,ROSAS, LAS (HERMIGUA)
38890,SERPA
38890,VEGAS, LAS (HERMIGUA)
38891,LAJA, LA
38891,LOMO BARRO
38891,LOMO JOSEPE
38891,TAMARGADA
38892,ACARDECE
38892,ARURE
38900,VALVERDE DEL HIERRO
38910,AEROPUERTO DE HIERRO
38910,CALETA, DE LA, PLAYA
38910,PLANTA ELECTRICA
38910,PUERTO DE LA ESTACA
38910,TAMADUSTE
38910,TIMIJIRAQUE
38911,FRONTERA
38911,GUINEA
38911,LAPAS, LAS
38911,LUCHON
38911,MOCANES, LOS
38911,PUNTAS, LAS (V. HIERRO)
38911,VERGARA ALTA
38911,VERGARA BAJA
38912,SABINOSA
38913,TIGADAY
38914,CASAS, LAS
38914,PINAR, EL (V. HIERRO)
38915,AZOFA
38915,CUESTA, LA (VALVERDE)
38915,ISORA
38915,RESTINGA, LA
38915,SAN ANDRES (V. HIERRO)
38915,TIÑOR
38916,ERESE
38916,GUARAZOCA
38916,JARALES, LOS
38916,MOCANAL
38916,MONTAÑETAS, LAS
39001,Santander
39002,Santander
39003,Santander
39004,Santander
39005,Santander
39006,Santander
39007,Santander
39008,Santander
39009,Santander
39010,Santander
39011,Santander
39012,Santander
39070,Santander
39071,Santander
39080,Santander
39100,SANTA CRUZ DE BEZANA
39108,AZOÑOS
39108,MAOÑO
39108,MOMPIA
39108,PREZANES
39110,SANCIBRIAN (SOTO DE LA MARINA)
39110,SOTO DE LA MARINA
39120,LIENCRES
39120,MORTERA
39130,ELECHAS
39130,PEDREÑA
39140,SOMO
39150,CARRIAZO (RIBAMONTAN AL MAR)
39150,CASTANEDO
39150,SUESA
39160,GALIZANO
39160,LANGRE
39160,LOREDO
39170,AJO
39170,BAREYO
39180,NOJA
39191,GUEMES
39192,SAN BARTOLOME (MERUELO)
39192,SAN MAMES DE MERUELO
39192,SAN MIGUEL DE MERUELO
39193,ALVAREO, EL
39193,CASTILLO
39193,RIONEGRO
39193,SOANO
39195,ARNUERO
39195,ISLA PLAYA
39195,ISLA
39197,ANCILLO
39197,ARGOÑOS
39197,CERECEDAS
39197,PIEDRAHITA
39197,SANTIUSTE
39200,MATAMOROSA
39200,REINOSA
39210,ABIADA
39210,BARRIO (CAMPOO DE SUSO)
39210,BRAÑAVIEJA
39210,CELADA DE LOS CALDERONES
39210,ENTRAMBASAGUAS (CAMPOO DE SUSO)
39210,ESPINILLA
39210,HOZ DE ABIADA
39210,LOMBA, LA
39210,MAZANDRERO
39210,NAVEDA
39210,ORMAS
39210,POBLACION DE SUSO
39210,PROAÑO
39210,SOTO (CAMPOO DE SUSO)
39210,VILLACANTID
39210,VILLAR
39212,ARADILLOS
39212,ARGÜESO
39212,CAMINO (CAMPOO DE SUSO)
39212,FONTECHA
39212,FONTIBRE
39212,FRESNO DEL RIO
39212,MIÑA, LA (CAMPOO DE SUSO)
39212,MORANCAS
39212,NESTARES
39212,PARACUELLES
39212,SALCES
39212,SERNA, LA (CAMPOO DE SUSO)
39213,AGUILERA, LA
39213,ALDEA DE EBRO
39213,ARCERA
39213,ARROYAL DE LOS CARABEOS
39213,ARROYO DE VALDEARROYO
39213,BARRUELO (VALDEPRADO)
39213,BIMON
39213,BOLMIR
39213,BUSTASUR (LAS ROZAS)
39213,BUSTIDOÑO
39213,CELADA MARLANTES
39213,CERVATOS
39213,FOMBELLIDA
39213,HORNA DE EBRO
39213,LAGUILLOS
39213,LLANO (DE VALDEARROYO)
39213,MALATAJA
39213,MEDIADORO
39213,MONTESCLAROS
39213,QUINTANILLA (ENMEDIO)
39213,RENEDO DE VALDEARROYO
39213,RETORTILLO
39213,ROZAS DE VALDEARROYO, LAS
39213,SAN ANDRES (VALDEPRADO)
39213,SAN PEDRO (CERVATOS)
39213,SOPEÑA (CERVATOS)
39213,VILLAFRIA (ENMEDIO)
39213,VILLANUEVA (ROZAS VALDEARROYO)
39220,ARANTIONES
39220,POLIENTES
39220,SALCEDO (VALDERREDIBLE)
39230,POBLACION DE ABAJO
39230,POBLACION DE ARRIBA
39230,RUIJAS
39230,SERNA, LA (VALDERREDIBLE)
39232,ALLEN DEL HOYO
39232,ALLEN DEL HOYO
39232,ARENILLAS DE EBRO
39232,ARENILLAS DE EBRO
39232,ARROYUELOS
39232,ARROYUELOS
39232,CADALSO (VALDERREDIBLE)
39232,CADALSO (VALDERREDIBLE)
39232,CEJANCAS
39232,CEJANCAS
39232,ESPINOSA DE BRICIA
39232,ESPINOSA DE BRICIA
39232,QUINTANILLA DE RUCANDIO
39232,QUINTANILLA DE RUCANDIO
39232,RENEDO DE BRICIA
39232,RENEDO DE BRICIA
39232,REPUDIO
39232,REPUDIO
39232,RIOPANERO
39232,RIOPANERO
39232,RUANALES
39232,RUANALES
39232,RUCANDIO (VALDERREDIBLE)
39232,RUCANDIO (VALDERREDIBLE)
39232,RUERRERO
39232,RUERRERO
39232,SAN MARTIN DE ELINES
39232,SAN MARTIN DE ELINES
39232,SANTA MARIA DE HITO
39232,SANTA MARIA DE HITO
39232,SOTO DE RUCANDIO
39232,SOTO DE RUCANDIO
39232,VILLAESCUSA DE EBRO
39232,VILLAESCUSA DE EBRO
39232,VILLAVERDE DE HITO
39232,VILLAVERDE DE HITO
39232,VILLOTA DE ELINES
39232,VILLOTA DE ELINES
39250,BASCONES DE EBRO (PALENCIA)
39250,BERZOSILLA
39250,CAMPO DE EBRO
39250,CORONELES
39250,CUBILLO DE EBRO
39250,CUILLAS DEL VALLE (PALENCIA)
39250,MONTECILLO
39250,OLLEROS DE PAREDES RUBIAS
39250,OTERO (VALDERREDIBLE)
39250,PUENTE DEL VALLE, LA
39250,QUINTANILLA DE AN
39250,REBOLLAR DE EBRO
39250,REVELILLAS
39250,ROCAMUNDO
39250,SOBREPENILLA
39250,SOBREPEÑA
39250,VILLAMOÑICO
39250,VILLANUEVA DE LA NIA
39292,ALDUESO
39292,BUSTAMANTE
39292,COSTANA, LA
39292,MONEGRO
39292,ORZALES
39292,QUINTANA (CAMPOO DE YUSO)
39292,QUINTANAMANIL
39292,REQUEJO (ENMEDIO)
39292,SERVILLAS
39292,SERVILLEJAS
39292,VILLAPADERNE
39292,VILLASUSO (CAMPOO DE YUSO)
39294,CORCONTE
39294,LANCHARES
39294,POBLACION DE YUSO, LA
39294,RIVA DE YUSO, LA
39300,BARREDA (TORRELAVEGA)
39300,CAMPUZANO
39300,DUALEZ
39300,GANZO
39300,MONTAÑA, LA
39300,SIERRAPANDO
39300,TANOS
39300,TORRELAVEGA
39300,TORRES
39310,GORNAZO
39310,MIENGO
39310,MOGRO
39311,BARQUERA, LA
39311,BEDICO
39311,CARTES
39311,MERCADAL
39311,MIJAROJOS
